"統計名：","人口推計 各月1日現在人口 概算値"
"表番号：","001"
"表題：","[概算値] 年齢（５歳階級），男女，月別人口－総人口（各月１日現在）-令和２年国勢調査基準-"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","該当数値がないもの"
"-","該当数値がないもの　"

"","","","","","","","","","","","","","","","","","","/男女別 コード","000","001","002"
"","","","","","","","","","","","","","","","","","","/男女別 補助コード","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","人口 コード","人口 補助コード","人口","概算値 コード","概算値 補助コード","概算値","全国 コード","全国 補助コード","全国","時間軸（年月日現在） コード","時間軸（年月日現在） 補助コード","時間軸（年月日現在）","年齢5歳階級 コード","年齢5歳階級 補助コード","年齢5歳階級","/男女別","男女計","男","女"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01016","","75～79歳","","798","361","437"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01017","","80～84歳","","613","255","358"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01018","","85～89歳","","396","145","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01019","","90～94歳","","209","61","149"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01020","","95～99歳","","64","13","51"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","02000","","（再掲）15歳未満","","1,378","706","672"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01023","","（再掲）15～64歳","","7,374","3,744","3,629"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01024","","（再掲）65歳以上","","3,623","1,571","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01026","","（再掲）うち75歳以上","","2,089","836","1,253"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2024001212","","2024年12月","01027","","（再掲）うち85歳以上","","678","220","458"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01000","","総数","","12,359","6,012","6,346"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01001","","0～4歳","","391","200","191"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01002","","5～9歳","","467","239","228"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01003","","10～14歳","","517","265","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01005","","20～24歳","","625","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01006","","25～29歳","","648","334","314"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01007","","30～34歳","","639","329","310"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01008","","35～39歳","","682","348","333"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01009","","40～44歳","","759","385","374"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01010","","45～49歳","","867","439","428"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01011","","50～54歳","","982","496","486"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01012","","55～59歳","","852","427","426"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01013","","60～64歳","","762","378","384"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01014","","65～69歳","","724","352","371"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01015","","70～74歳","","805","380","424"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01016","","75～79歳","","803","363","440"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01017","","80～84歳","","612","254","358"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01018","","85～89歳","","395","145","250"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01019","","90～94歳","","209","60","148"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01020","","95～99歳","","64","13","51"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","02000","","（再掲）15歳未満","","1,375","704","671"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01023","","（再掲）15～64歳","","7,363","3,738","3,625"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01024","","（再掲）65歳以上","","3,621","1,570","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01026","","（再掲）うち75歳以上","","2,092","837","1,255"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000101","","2025年1月","01027","","（再掲）うち85歳以上","","677","220","458"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01000","","総数","","12,354","6,010","6,343"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01001","","0～4歳","","389","199","190"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01002","","5～9歳","","466","238","227"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01003","","10～14歳","","517","265","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01006","","25～29歳","","649","334","315"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01007","","30～34歳","","640","329","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01008","","35～39歳","","681","348","333"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01009","","40～44歳","","758","384","373"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01010","","45～49歳","","864","438","426"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01011","","50～54歳","","981","495","486"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01012","","55～59歳","","853","427","426"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01013","","60～64歳","","762","378","384"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01014","","65～69歳","","721","351","370"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01015","","70～74歳","","802","379","423"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01016","","75～79歳","","810","366","443"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01017","","80～84歳","","608","252","355"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01018","","85～89歳","","397","145","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01019","","90～94歳","","211","61","150"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01020","","95～99歳","","65","14","52"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","02000","","（再掲）15歳未満","","1,371","702","669"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01023","","（再掲）15～64歳","","7,360","3,738","3,623"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01024","","（再掲）65歳以上","","3,622","1,570","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01026","","（再掲）うち75歳以上","","2,099","840","1,259"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000202","","2025年2月","01027","","（再掲）うち85歳以上","","682","221","461"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01000","","総数","","12,344","6,005","6,339"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01001","","0～4歳","","388","199","189"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01002","","5～9歳","","464","238","227"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01003","","10～14歳","","516","265","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01004","","15～19歳","","546","280","266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01005","","20～24歳","","621","321","300"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01006","","25～29歳","","651","335","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01007","","30～34歳","","641","330","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01008","","35～39歳","","680","348","333"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01009","","40～44歳","","756","384","373"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01010","","45～49歳","","862","437","425"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01011","","50～54歳","","981","495","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01012","","55～59歳","","854","427","426"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01013","","60～64歳","","763","378","385"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01014","","65～69歳","","720","351","369"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01015","","70～74歳","","797","377","421"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01016","","75～79歳","","813","368","445"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01017","","80～84歳","","607","252","355"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01018","","85～89歳","","397","146","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01019","","90～94歳","","212","62","151"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01020","","95～99歳","","66","14","52"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","02000","","（再掲）15歳未満","","1,368","701","667"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01023","","（再掲）15～64歳","","7,354","3,735","3,620"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01024","","（再掲）65歳以上","","3,621","1,570","2,052"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01026","","（再掲）うち75歳以上","","2,104","842","1,261"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000303","","2025年3月","01027","","（再掲）うち85歳以上","","684","222","462"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01000","","総数","","12,340","6,004","6,336"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01001","","0～4歳","","387","198","189"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01002","","5～9歳","","463","237","226"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01003","","10～14歳","","516","264","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01004","","15～19歳","","545","280","266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01005","","20～24歳","","623","322","301"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01006","","25～29歳","","653","336","317"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01007","","30～34歳","","642","330","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01008","","35～39歳","","680","348","332"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01009","","40～44歳","","755","383","372"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01010","","45～49歳","","859","435","424"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01011","","50～54歳","","980","495","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01012","","55～59歳","","854","428","426"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01013","","60～64歳","","764","379","385"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01014","","65～69歳","","720","351","369"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01015","","70～74歳","","794","375","419"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01016","","75～79歳","","816","369","446"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01017","","80～84歳","","605","251","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01018","","85～89歳","","397","146","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01019","","90～94歳","","213","62","151"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01020","","95～99歳","","66","14","52"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","02000","","（再掲）15歳未満","","1,366","699","666"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01023","","（再掲）15～64歳","","7,355","3,736","3,620"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01024","","（再掲）65歳以上","","3,620","1,569","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01026","","（再掲）うち75歳以上","","2,106","843","1,263"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000404","","2025年4月","01027","","（再掲）うち85歳以上","","685","223","463"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01000","","総数","","12,334","6,000","6,334"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01001","","0～4歳","","386","198","188"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01002","","5～9歳","","462","236","225"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01003","","10～14歳","","515","264","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01004","","15～19歳","","547","280","266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01005","","20～24歳","","625","323","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01006","","25～29歳","","653","336","316"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01007","","30～34歳","","640","329","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01008","","35～39歳","","678","347","331"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01009","","40～44歳","","754","382","371"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01010","","45～49歳","","856","434","422"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01011","","50～54歳","","979","495","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01012","","55～59歳","","855","428","427"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01013","","60～64歳","","765","379","386"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01014","","65～69歳","","720","351","369"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01015","","70～74歳","","791","374","417"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01016","","75～79歳","","818","370","448"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01017","","80～84歳","","605","251","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01018","","85～89歳","","398","146","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01019","","90～94歳","","213","62","151"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01020","","95～99歳","","66","14","52"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","02000","","（再掲）15歳未満","","1,362","698","665"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01023","","（再掲）15～64歳","","7,352","3,734","3,618"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01024","","（再掲）65歳以上","","3,620","1,569","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01026","","（再掲）うち75歳以上","","2,109","844","1,265"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000505","","2025年5月","01027","","（再掲）うち85歳以上","","686","223","463"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01000","","総数","","12,336","6,001","6,334"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01001","","0～4歳","","384","197","187"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01002","","5～9歳","","460","236","225"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01003","","10～14歳","","515","264","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01004","","15～19歳","","547","280","266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01005","","20～24歳","","625","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01006","","25～29歳","","654","337","317"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01007","","30～34歳","","642","330","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01008","","35～39歳","","678","346","331"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01009","","40～44歳","","753","382","371"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01010","","45～49歳","","854","432","421"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01011","","50～54歳","","979","495","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01012","","55～59歳","","857","429","428"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01013","","60～64歳","","767","380","386"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01014","","65～69歳","","720","351","369"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01015","","70～74歳","","789","373","416"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01016","","75～79歳","","821","372","449"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01017","","80～84歳","","604","251","354"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01018","","85～89歳","","398","146","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01019","","90～94歳","","214","62","151"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01020","","95～99歳","","66","14","53"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","02000","","（再掲）15歳未満","","1,360","697","663"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01023","","（再掲）15～64歳","","7,355","3,735","3,620"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01024","","（再掲）65歳以上","","3,621","1,569","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01026","","（再掲）うち75歳以上","","2,112","846","1,266"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000606","","2025年6月","01027","","（再掲）うち85歳以上","","687","223","464"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01000","","総数","","12,330","5,998","6,332"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01001","","0～4歳","","383","196","187"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01002","","5～9歳","","460","235","224"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01003","","10～14歳","","515","264","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01006","","25～29歳","","653","336","317"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01007","","30～34歳","","641","330","311"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01008","","35～39歳","","676","346","331"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01009","","40～44歳","","752","381","370"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01010","","45～49歳","","852","431","420"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01011","","50～54歳","","979","495","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01012","","55～59歳","","859","431","429"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01013","","60～64歳","","769","381","387"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01014","","65～69歳","","720","350","369"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01015","","70～74歳","","786","372","414"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01016","","75～79歳","","824","373","451"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01017","","80～84歳","","602","250","353"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01018","","85～89歳","","399","146","252"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01019","","90～94歳","","214","62","151"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01020","","95～99歳","","66","14","53"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01021","","100歳以上","","9","1","8"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","02000","","（再掲）15歳未満","","1,358","696","663"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01023","","（再掲）15～64歳","","7,352","3,734","3,618"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01024","","（再掲）65歳以上","","3,620","1,569","2,051"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01026","","（再掲）うち75歳以上","","2,114","847","1,268"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000707","","2025年7月","01027","","（再掲）うち85歳以上","","688","224","464"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01000","","総数","","12,330","5,999","6,331"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01001","","0～4歳","","382","196","186"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01002","","5～9歳","","458","234","223"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01003","","10～14歳","","515","264","251"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01004","","15～19歳","","548","281","267"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01005","","20～24歳","","624","322","302"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01006","","25～29歳","","655","338","317"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01007","","30～34歳","","643","331","312"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01008","","35～39歳","","675","345","330"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01009","","40～44歳","","751","381","370"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01010","","45～49歳","","849","430","419"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01011","","50～54歳","","979","494","485"
"001","","人口【万人】","001","","総人口","01","","概算値","00000","","全国","2025000808","","2025年8月","01012","","55～59歳","","861","431","430"
